Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;08 Castilla - La Mancha;16 Cuenca;Vivienda protegida;2007;433
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2025;5.466
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2024;4.832
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2023;4.014
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2022;4.371
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2021;4.423
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2020;3.258
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2019;3.410
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2018;3.373
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2017;2.905
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2016;2.402
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2015;2.284
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2014;2.144
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2013;2.409
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2012;2.237
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2011;2.940
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2010;2.861
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2009;3.548
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2008;4.982
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Viviendas: Total;2007;5.684
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2025;1.345
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2024;1.319
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2023;982
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2022;992
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2021;1.154
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2020;988
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2019;977
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2018;808
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2017;600
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2016;580
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2015;716
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2014;1.254
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2013;1.751
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2012;1.646
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2011;2.120
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2010;1.938
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2009;2.317
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2008;3.585
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda nueva;2007;2.979
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2025;4.121
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2024;3.513
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2023;3.032
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2022;3.379
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2021;3.269
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2020;2.270
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2019;2.433
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2018;2.565
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2017;2.305
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2016;1.822
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2015;1.568
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2014;890
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2013;658
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2012;591
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2011;820
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2010;923
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2009;1.231
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2008;1.397
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda usada;2007;2.705
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2025;5.215
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2024;4.524
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2023;3.856
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2022;4.112
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2021;4.203
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2020;3.008
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2019;3.259
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2018;3.108
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2017;2.665
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2016;2.232
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2015;2.118
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2014;1.914
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2013;2.171
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2012;1.946
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2011;2.626
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2010;2.677
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2009;3.246
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2008;4.560
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda libre;2007;5.337
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2025;251
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2024;308
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2023;158
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2022;259
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2021;220
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2020;250
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2019;151
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2018;265
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2017;240
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2016;170
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2015;166
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2014;230
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2013;238
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2012;291
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2011;314
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2010;184
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2009;302
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2008;422
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2007;347
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2025;14.974
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2024;12.905
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2023;10.914
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2022;11.229
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2021;9.415
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2020;7.215
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2019;8.621
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2018;8.068
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2017;6.430
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2016;5.310
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2015;4.484
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2014;4.309
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2013;5.507
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2012;7.127
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2011;6.566
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2010;6.555
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2009;6.895
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2008;14.241
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2007;14.684
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2025;3.361
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2024;3.050
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2023;2.081
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2022;2.165
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2021;1.833
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2020;1.462
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2019;1.743
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2018;1.518
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2017;1.157
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2016;925
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2015;856
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2014;1.565
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2013;2.589
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2012;3.680
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2011;2.628
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2010;3.154
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2009;3.351
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2008;6.826
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2007;4.073
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2025;11.613
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2024;9.855
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2023;8.833
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2022;9.064
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2021;7.582
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2020;5.753
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2019;6.878
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2018;6.550
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2017;5.273
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2016;4.385
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2015;3.628
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2014;2.744
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2013;2.918
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2012;3.447
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2011;3.938
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2010;3.401
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2009;3.544
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2008;7.415
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2007;10.611
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2025;14.530
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2024;12.328
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2023;10.559
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2022;10.757
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2021;9.066
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2020;6.789
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2019;8.146
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2018;7.699
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2017;6.034
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2016;5.016
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2015;4.196
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2014;4.017
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2013;5.109
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2012;6.274
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2011;5.928
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2010;5.930
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2009;6.494
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2008;13.681
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2007;13.951
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2025;444
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2024;577
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2023;355
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2022;472
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2021;349
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2020;426
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2019;475
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2018;369
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2017;396
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2016;294
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2015;288
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2014;292
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2013;398
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2012;853
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2011;638
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2010;625
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2009;401
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2008;560
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2007;733
Total Nacional;09 Cataluña;;Viviendas: Total;2025;112.585
Total Nacional;09 Cataluña;;Viviendas: Total;2024;98.840
Total Nacional;09 Cataluña;;Viviendas: Total;2023;91.878
Total Nacional;09 Cataluña;;Viviendas: Total;2022;102.637
Total Nacional;09 Cataluña;;Viviendas: Total;2021;89.175
Total Nacional;09 Cataluña;;Viviendas: Total;2020;65.886
Total Nacional;09 Cataluña;;Viviendas: Total;2019;81.006
Total Nacional;09 Cataluña;;Viviendas: Total;2018;81.685
Total Nacional;09 Cataluña;;Viviendas: Total;2017;77.910
Total Nacional;09 Cataluña;;Viviendas: Total;2016;67.214
Total Nacional;09 Cataluña;;Viviendas: Total;2015;55.373
Total Nacional;09 Cataluña;;Viviendas: Total;2014;47.865
Total Nacional;09 Cataluña;;Viviendas: Total;2013;45.408
Total Nacional;09 Cataluña;;Viviendas: Total;2012;43.015
Total Nacional;09 Cataluña;;Viviendas: Total;2011;47.076
Total Nacional;09 Cataluña;;Viviendas: Total;2010;55.857
Total Nacional;09 Cataluña;;Viviendas: Total;2009;45.686
Total Nacional;09 Cataluña;;Viviendas: Total;2008;62.136
Total Nacional;09 Cataluña;;Viviendas: Total;2007;111.482
Total Nacional;09 Cataluña;;Vivienda nueva;2025;21.871
Total Nacional;09 Cataluña;;Vivienda nueva;2024;18.740
Total Nacional;09 Cataluña;;Vivienda nueva;2023;15.536
Total Nacional;09 Cataluña;;Vivienda nueva;2022;16.909
Total Nacional;09 Cataluña;;Vivienda nueva;2021;15.195
Total Nacional;09 Cataluña;;Vivienda nueva;2020;11.220
Total Nacional;09 Cataluña;;Vivienda nueva;2019;12.012
Total Nacional;09 Cataluña;;Vivienda nueva;2018;12.233
Total Nacional;09 Cataluña;;Vivienda nueva;2017;10.690
Total Nacional;09 Cataluña;;Vivienda nueva;2016;8.564
Total Nacional;09 Cataluña;;Vivienda nueva;2015;8.424
Total Nacional;09 Cataluña;;Vivienda nueva;2014;12.037
Total Nacional;09 Cataluña;;Vivienda nueva;2013;15.124
Total Nacional;09 Cataluña;;Vivienda nueva;2012;16.609
Total Nacional;09 Cataluña;;Vivienda nueva;2011;19.842
Total Nacional;09 Cataluña;;Vivienda nueva;2010;23.836
Total Nacional;09 Cataluña;;Vivienda nueva;2009;20.333
Total Nacional;09 Cataluña;;Vivienda nueva;2008;28.844
Total Nacional;09 Cataluña;;Vivienda nueva;2007;46.034
Total Nacional;09 Cataluña;;Vivienda usada;2025;90.714
Total Nacional;09 Cataluña;;Vivienda usada;2024;80.100
Total Nacional;09 Cataluña;;Vivienda usada;2023;76.342
Total Nacional;09 Cataluña;;Vivienda usada;2022;85.728
Total Nacional;09 Cataluña;;Vivienda usada;2021;73.980
Total Nacional;09 Cataluña;;Vivienda usada;2020;54.666
Total Nacional;09 Cataluña;;Vivienda usada;2019;68.994
Total Nacional;09 Cataluña;;Vivienda usada;2018;69.452
Total Nacional;09 Cataluña;;Vivienda usada;2017;67.220
Total Nacional;09 Cataluña;;Vivienda usada;2016;58.650
Total Nacional;09 Cataluña;;Vivienda usada;2015;46.949
Total Nacional;09 Cataluña;;Vivienda usada;2014;35.828
Total Nacional;09 Cataluña;;Vivienda usada;2013;30.284
Total Nacional;09 Cataluña;;Vivienda usada;2012;26.406
Total Nacional;09 Cataluña;;Vivienda usada;2011;27.234
Total Nacional;09 Cataluña;;Vivienda usada;2010;32.021
Total Nacional;09 Cataluña;;Vivienda usada;2009;25.353
Total Nacional;09 Cataluña;;Vivienda usada;2008;33.292
Total Nacional;09 Cataluña;;Vivienda usada;2007;65.448
Total Nacional;09 Cataluña;;Vivienda libre;2025;106.294
Total Nacional;09 Cataluña;;Vivienda libre;2024;92.782
Total Nacional;09 Cataluña;;Vivienda libre;2023;84.928
Total Nacional;09 Cataluña;;Vivienda libre;2022;94.784
Total Nacional;09 Cataluña;;Vivienda libre;2021;82.037
Total Nacional;09 Cataluña;;Vivienda libre;2020;60.535
Total Nacional;09 Cataluña;;Vivienda libre;2019;73.742
Total Nacional;09 Cataluña;;Vivienda libre;2018;73.846
Total Nacional;09 Cataluña;;Vivienda libre;2017;70.196
Total Nacional;09 Cataluña;;Vivienda libre;2016;59.869
Total Nacional;09 Cataluña;;Vivienda libre;2015;49.342
Total Nacional;09 Cataluña;;Vivienda libre;2014;43.154
Total Nacional;09 Cataluña;;Vivienda libre;2013;40.696
Total Nacional;09 Cataluña;;Vivienda libre;2012;40.244
Total Nacional;09 Cataluña;;Vivienda libre;2011;43.857
Total Nacional;09 Cataluña;;Vivienda libre;2010;52.924
Total Nacional;09 Cataluña;;Vivienda libre;2009;43.074
Total Nacional;09 Cataluña;;Vivienda libre;2008;58.916
Total Nacional;09 Cataluña;;Vivienda libre;2007;106.327
Total Nacional;09 Cataluña;;Vivienda protegida;2025;6.291
Total Nacional;09 Cataluña;;Vivienda protegida;2024;6.058
Total Nacional;09 Cataluña;;Vivienda protegida;2023;6.950
Total Nacional;09 Cataluña;;Vivienda protegida;2022;7.853
Total Nacional;09 Cataluña;;Vivienda protegida;2021;7.138
Total Nacional;09 Cataluña;;Vivienda protegida;2020;5.351
Total Nacional;09 Cataluña;;Vivienda protegida;2019;7.264
Total Nacional;09 Cataluña;;Vivienda protegida;2018;7.839
Total Nacional;09 Cataluña;;Vivienda protegida;2017;7.714
Total Nacional;09 Cataluña;;Vivienda protegida;2016;7.345
